"","aa03624_yh_fk_132_pool__1","aa03625_yh_fk_132_ctrl_DA_2","aa03626_yh_fk_132_ctrl_iN_2","aa03627_yh_fk_132_GRN_DA_3","aa03628_yh_fk_132_GBA_DA_3","aa03629_yh_fk_132_SMPD1_iN_3","aa03630_yh_fk_132_SMPD1_DA_2","aa03631_yh_fk_132_pool__2","aa03633_yh_fk_132_ASAH1_DA_3","aa03634_yh_fk_132_GBA_iN_2","aa03635_yh_fk_132_GRN_iN_2","aa03636_yh_fk_132_ctrl_DA_3","aa03637_yh_fk_132_ctrl_iN_1","aa03638_yh_fk_132_SMPD1_iN_1","aa03639_yh_fk_132_pool__3","aa03641_yh_fk_132_GBA_DA_2","aa03642_yh_fk_132_GRN_DA_2","aa03643_yh_fk_132_SMPD1_DA_1","aa03644_yh_fk_132_ASAH1_DA_1","aa03645_yh_fk_132_SMPD1_iN_2","aa03646_yh_fk_132_ASAH1_DA_2","aa03647_yh_fk_132_pool__4","aa03649_yh_fk_132_SMPD1_DA_3","aa03650_yh_fk_132_GRN_iN_3","aa03651_yh_fk_132_GRN_DA_1","aa03652_yh_fk_132_GBA_iN_3","aa03653_yh_fk_132_ASAH1_iN_2","aa03654_yh_fk_132_ctrl_DA_1","aa03655_yh_fk_132_pool__5","aa03657_yh_fk_132_ASAH1_iN_1","aa03658_yh_fk_132_GBA_iN_1","aa03659_yh_fk_132_GBA_DA_1","aa03660_yh_fk_132_ctrl_iN_3","aa03661_yh_fk_132_GRN_iN_1","aa03662_yh_fk_132_ASAH1_iN_3","aa03663_yh_fk_132_pool__6","aa04194_yh_fk_d50_pool__1","aa04195_yh_fk_d50_pool__2","aa04196_yh_fk_d50_iDA_Ctrl_rep1","aa04197_yh_fk_d50_iN_MFSD8_rep3","aa04198_yh_fk_d50_iDA_CTSD_rep3","aa04199_yh_fk_d50_iN_CTSD_rep3","aa04200_yh_fk_d50_iDA_ATP13A2_rep1","aa04201_yh_fk_d50_iDA_SMPD1_rep1","aa04202_yh_fk_d50_iDA_HEXB_rep2","aa04203_yh_fk_d50_iDA_HEXB_rep3","aa04204_yh_fk_d50_iN_TPP1_rep3","aa04205_yh_fk_d50_pool__3","aa04206_yh_fk_d50_iDA_NPC2_rep2","aa04207_yh_fk_d50_iDA_NPC1_rep3","aa04208_yh_fk_d50_iN_LIPA_rep1","aa04209_yh_fk_d50_iN_HEXB_rep1","aa04210_yh_fk_d50_iDA_CLN5_rep2","aa04211_yh_fk_d50_iN_GAA_rep1","aa04212_yh_fk_d50_iDA_HEXA_rep1","aa04213_yh_fk_d50_iDA_CLN8_rep3","aa04214_yh_fk_d50_iDA_GAA_rep1","aa04215_yh_fk_d50_pool__4","aa04216_yh_fk_d50_iN_CLN3_rep3","aa04217_yh_fk_d50_iN_CTSF_rep1","aa04218_yh_fk_d50_iN_GBA1_rep1","aa04219_yh_fk_d50_iDA_GAA_rep3","aa04220_yh_fk_d50_iN_CLN5_rep2","aa04221_yh_fk_d50_iDA_GAA_rep2","aa04222_yh_fk_d50_iDA_LIPA_rep3","aa04223_yh_fk_d50_iN_HEXA_rep1","aa04224_yh_fk_d50_iDA_ASAH1_rep2","aa04225_yh_fk_d50_pool__5","aa04226_yh_fk_d50_iDA_DNAJC5_rep2","aa04227_yh_fk_d50_iDA_NPC2_rep1","aa04228_yh_fk_d50_iN_Ctrl_rep1","aa04229_yh_fk_d50_iDA_NPC1_rep1","aa04230_yh_fk_d50_iDA_NPC1_rep2","aa04231_yh_fk_d50_iN_PSAP_rep2","aa04232_yh_fk_d50_iDA_MFSD8_rep2","aa04233_yh_fk_d50_iN_TPP1_rep1","aa04234_yh_fk_d50_iDA_GBA1_rep1","aa04235_yh_fk_d50_pool__6","aa04236_yh_fk_d50_iDA_PSAP_rep2","aa04237_yh_fk_d50_iN_CLN6_rep1","aa04238_yh_fk_d50_iN_HEXB_rep2","aa04239_yh_fk_d50_iN_CLN3_rep1","aa04240_yh_fk_d50_iDA_LIPA_rep1","aa04241_yh_fk_d50_iN_GRN_rep1","aa04242_yh_fk_d50_iN_CLN5_rep3","aa04243_yh_fk_d50_iDA_CLN8_rep2","aa04244_yh_fk_d50_iDA_CTSD_rep2","aa04245_yh_fk_d50_pool__7","aa04246_yh_fk_d50_iDA_ATP13A2_rep3","aa04247_yh_fk_d50_iDA_CLN6_rep1","aa04248_yh_fk_d50_iDA_PTT1_rep3","aa04249_yh_fk_d50_iN_CLN8_rep3","aa04250_yh_fk_d50_iN_DNAJC5_rep1","aa04251_yh_fk_d50_iN_SMPD1_rep1","aa04252_yh_fk_d50_iDA_Ctrl_rep2","aa04253_yh_fk_d50_iDA_CLN3_rep1","aa04254_yh_fk_d50_iDA_DNAJC5_rep3","aa04255_yh_fk_d50_pool__8","aa04256_yh_fk_d50_iN_GAA_rep2","aa04257_yh_fk_d50_iN_ASAH1_rep2","aa04258_yh_fk_d50_iN_CLN6_rep2","aa04259_yh_fk_d50_iN_GBA1_rep2","aa04260_yh_fk_d50_iN_MFSD8_rep2","aa04261_yh_fk_d50_iDA_ATP13A2_rep2","aa04262_yh_fk_d50_iN_MFSD8_rep1","aa04263_yh_fk_d50_iDA_CLN3_rep2","aa04264_yh_fk_d50_iN_HEXB_rep3","aa04265_yh_fk_d50_pool__9","aa04266_yh_fk_d50_iDA_ASAH1_rep1","aa04267_yh_fk_d50_iDA_CTSF_rep1","aa04268_yh_fk_d50_iN_Ctrl_rep3","aa04269_yh_fk_d50_iN_GRN_rep3","aa04270_yh_fk_d50_iDA_TPP1_rep2","aa04271_yh_fk_d50_iN_CLN5_rep1","aa04272_yh_fk_d50_iN_ASAH1_rep1","aa04273_yh_fk_d50_iN_NPC1_rep1","aa04274_yh_fk_d50_iN_PTT1_rep2","aa04275_yh_fk_d50_pool__10","aa04276_yh_fk_d50_iN_LIPA_rep3","aa04277_yh_fk_d50_iN_ASAH1_rep3","aa04278_yh_fk_d50_iN_MCOLN1_rep3","aa04279_yh_fk_d50_iN_CTSF_rep2","aa04280_yh_fk_d50_iN_GBA1_rep3","aa04281_yh_fk_d50_iDA_SMPD1_rep3","aa04282_yh_fk_d50_iN_MCOLN1_rep1","aa04283_yh_fk_d50_iN_CTSD_rep2","aa04284_yh_fk_d50_iDA_CLN6_rep2","aa04285_yh_fk_d50_pool__11","aa04286_yh_fk_d50_iDA_HEXA_rep2","aa04287_yh_fk_d50_iDA_MFSD8_rep3","aa04288_yh_fk_d50_iDA_PTT1_rep1","aa04289_yh_fk_d50_iDA_GRN_rep1","aa04290_yh_fk_d50_iN_SMPD1_rep3","aa04291_yh_fk_d50_iDA_CLN8_rep1","aa04292_yh_fk_d50_iDA_CTSF_rep2","aa04293_yh_fk_d50_iDA_CTSD_rep1","aa04294_yh_fk_d50_iN_DNAJC5_rep3","aa04295_yh_fk_d50_pool__12","aa04296_yh_fk_d50_iDA_PSAP_rep1","aa04297_yh_fk_d50_iDA_DNAJC5_rep1","aa04298_yh_fk_d50_iN_MCOLN1_rep2","aa04299_yh_fk_d50_iDA_GBA1_rep2","aa04300_yh_fk_d50_iDA_HEXB_rep1","aa04301_yh_fk_d50_iN_CTSF_rep3","aa04302_yh_fk_d50_iN_NPC2_rep1","aa04303_yh_fk_d50_iN_ATP13A2_rep1","aa04304_yh_fk_d50_iDA_CLN5_rep1","aa04305_yh_fk_d50_pool__13","aa04306_yh_fk_d50_iN_CTSD_rep1","aa04307_yh_fk_d50_iDA_MCOLN1_rep1","aa04308_yh_fk_d50_iDA_PSAP_rep3","aa04309_yh_fk_d50_iN_PSAP_rep3","aa04310_yh_fk_d50_iN_ATP13A2_rep3","aa04311_yh_fk_d50_iN_NPC1_rep3","aa04312_yh_fk_d50_iN_CLN8_rep1","aa04313_yh_fk_d50_iDA_GRN_rep3","aa04314_yh_fk_d50_iDA_CTSF_rep3","aa04315_yh_fk_d50_pool__14","aa04316_yh_fk_d50_iN_NPC2_rep3","aa04317_yh_fk_d50_iN_NPC2_rep2","aa04318_yh_fk_d50_iDA_GRN_rep2","aa04319_yh_fk_d50_iN_CLN6_rep3","aa04320_yh_fk_d50_iDA_CLN6_rep3","aa04321_yh_fk_d50_iN_Ctrl_rep2","aa04322_yh_fk_d50_iDA_MCOLN1_rep3","aa04323_yh_fk_d50_iN_LIPA_rep2","aa04324_yh_fk_d50_iN_CLN8_rep2","aa04325_yh_fk_d50_pool__15","aa04326_yh_fk_d50_iN_HEXA_rep2","aa04327_yh_fk_d50_iDA_GBA1_rep3","aa04328_yh_fk_d50_iN_PSAP_rep1","aa04329_yh_fk_d50_iN_PTT1_rep3","aa04330_yh_fk_d50_iN_GRN_rep2","aa04331_yh_fk_d50_iDA_ASAH1_rep3","aa04332_yh_fk_d50_iDA_TPP1_rep3","aa04333_yh_fk_d50_iDA_MCOLN1_rep2","aa04334_yh_fk_d50_iDA_NPC2_rep3","aa04335_yh_fk_d50_pool__16","aa04336_yh_fk_d50_iDA_CLN3_rep3","aa04337_yh_fk_d50_iN_DNAJC5_rep2","aa04338_yh_fk_d50_iDA_CLN5_rep3","aa04339_yh_fk_d50_iDA_Ctrl_rep3","aa04340_yh_fk_d50_iN_GAA_rep3","aa04341_yh_fk_d50_iN_TPP1_rep2","aa04342_yh_fk_d50_iDA_SMPD1_rep2","aa04343_yh_fk_d50_iDA_MFSD8_rep1","aa04344_yh_fk_d50_iN_HEXA_rep3","aa04345_yh_fk_d50_pool__17","aa04346_yh_fk_d50_iN_ATP13A2_rep2","aa04347_yh_fk_d50_iDA_PTT1_rep2","aa04348_yh_fk_d50_iN_SMPD1_rep2","aa04349_yh_fk_d50_iDA_HEXA_rep3","aa04350_yh_fk_d50_iDA_TPP1_rep1","aa04351_yh_fk_d50_iN_CLN3_rep2","aa04352_yh_fk_d50_iN_NPC1_rep2","aa04353_yh_fk_d50_iN_PTT1_rep1","aa04354_yh_fk_d50_iDA_LIPA_rep2","aa04355_yh_fk_d50_pool__18","aa04356_yh_fk_d50_pool__19"
"1529",30145.8,38509.9,39045,27675.6,35603.1,44025.2,18713.9,30536.2,22891.1,44296.1,23922.3,32539.5,22556.3,22088.9,15731.6,23701.2,21255.8,21758.6,19712.5,35214,31318.6,20013.8,37120.2,32631.4,25104.4,37118.2,38157.3,31856,30786.6,26500.9,21016.2,21294,38825.2,31449.9,30193.4,32827.9,30984.3,39460.4,29300.6,29532.9,47633.9,27014.2,29637.4,34008.8,26342,25568.6,26032.4,18594.6,24744.3,30702.7,26272.6,28340.6,34154.4,26413,26462.1,46071,35921.5,23092.9,30637,29951.7,28406.9,29955.8,NA,34551.8,48119.8,24487.6,NA,32059.1,32612.1,NA,33808.9,36598.8,25454.3,24894.4,24152.1,23631.5,22338.6,19920.4,37492.1,22977.1,30681.5,NA,32849.2,28115.7,36228.6,30734,46626.6,29156.8,28206.5,27802.6,31535.4,19380.1,26419.7,23435.4,21696.1,22383.9,26442.2,33762.2,29039.8,29457.6,23285.4,22996.4,33733,27893,24538.3,21561.5,32951.6,20964.9,21877.3,22862.2,25513,21757.6,34380.9,27516.4,23885.2,24984.9,26359.4,21280.8,22899.2,26876.2,31072.9,22502.2,27097,31089.3,22537.1,23032.2,34332.2,14234.9,29748.6,39028.1,13502.3,23883.6,28833.6,27167.4,38116.6,19717.5,23675.2,24153.8,31857.5,47545.8,29403.1,27417.7,27067.7,24150.9,18838,26438.8,20794.3,25482.3,27957.1,25928.5,40498.1,28157.2,17998.3,19445.8,26832.7,26809.9,23348.1,34664.7,28226.6,29127.1,28749.7,26376.5,31071.5,25867.6,28775.9,15239.9,21400.4,23957.5,18734.7,35018.8,21331.4,34590.8,34306.1,30553.5,18968.7,20558.3,33840.3,19589.9,NA,31457.3,22257.7,29168.1,31030.1,26495.8,37302.1,29040.2,18435.6,42577.9,19711.9,43159,35158.4,40695.6,35882.8,25388.9,22966.7,35045.2,39247.2,31348.6,20493
"1530",36456.6,18799.6,38034.5,23894.2,13497.9,35230.3,23597.4,37073.4,14409.1,24652.5,32393,14086.6,47202.1,36418.8,25470.3,23556.7,18290.1,26782.8,13491.2,36085.7,20184.8,35373.7,22084.2,26741.5,17208,29939.5,32304.2,23648.4,39214.2,24516.7,40793.8,12738,39584.7,28066.4,29988.8,32251.3,28672.7,26016.3,10902,18486.2,8040.62,28924.1,NA,16572,14535.3,19150.6,23631.1,22291.4,34229.4,18653,22832.7,22239.8,NA,27675.1,18746.9,12677.4,14774.1,20001,29070,32574.8,26485.3,NA,29750.5,8099.99,16000.3,38355.2,NA,22121.9,12111.9,NA,31991.4,37210.7,15404,29146.7,21849.9,25722.4,16845.6,19832.4,NA,21619.8,30092.7,NA,NA,33225.5,23367.4,NA,18732.4,NA,NA,NA,14355.4,19748.2,17837.2,13411.5,22836.9,9151,16271.4,15600.6,26884.4,22894.6,33628.8,16602.7,23541.2,14855.7,28017,13563,26801,24082.2,20958.7,14647.3,21295,19459.6,14913.2,21219.5,18000.2,29736.7,26378.1,16690.5,33559.4,18165.1,25485.1,18900.1,16644.1,22819.2,21600.5,22962.6,NA,20662.4,20230.3,28691.3,7626.01,13114.7,21833,15349.6,19134.9,29482.9,26880.3,13802.2,NA,16862.4,32317.3,13783.7,18506.3,20735.6,14946.2,18444.5,NA,22288.7,17797.4,20220.5,12425.9,24002.5,25162.8,27016.6,21337.4,9313.95,14551.9,21735.3,23818.3,17580.8,12643.3,22153.1,NA,24275.8,23339.6,27453.9,21343.5,8561.36,27978.4,6891.7,25901.9,30679.4,20674.6,10117.1,21916.9,22320.7,8904.05,29067.3,9342.99,17045,NA,NA,13297.3,31548.9,NA,13141.4,12972.8,21046.4,16707.8,22153.1,16456.8,15208.6,38446.7,21550.4,15557.6,17772,7689.42,16793.2,29928.3
"1531",16772800,19257200,16678300,21844200,16428900,14039500,18400100,18020200,17441300,14215700,16463000,19196700,15625600,14517500,17538000,17756600,22090100,18887700,20178200,14244800,17767800,17175700,17953700,15296200,24333300,15350900,15059800,22452900,17404100,15224800,14062200,19573300,17287900,15731900,15822400,17088800,17266100,17548700,20037400,15719900,23379000,15759300,19461600,20432000,20772100,21690500,15998700,17127700,22632500,18677600,16720400,14753500,20758300,15371500,20349800,20165700,21046900,17347700,14981100,14257300,16736900,20578200,15884800,20414700,23293400,14673600,19711500,18009400,16675300,21079100,17040800,21309400,19978500,17098000,20637900,16744500,16446200,16880500,22207900,15762300,14940200,15240900,21945300,15136200,14920700,19679900,23586500,18402100,19350900,27935100,18879300,16468300,14443100,16602800,20668300,19275500,16279600,17405300,14811700,15918700,16636100,14918900,15105400,20187900,15047500,20370000,15769400,17443300,19312500,21145300,16682100,14694000,21901700,15231800,16363700,15263200,14904500,17275000,15518000,15386000,14403400,12728700,15561900,19838100,14605600,15389500,23506800,18270000,19829200,20000400,19075300,21687600,16623300,20585900,20774200,23633100,14564600,17380000,23727700,18222800,15059300,16751000,22685400,14569900,15668500,17139600,21954900,17301600,14502000,20445500,21166500,15874200,17631400,15254200,18172000,20659300,19317300,17501300,15380500,14629000,20530700,15229900,25719400,16852900,19721700,16474500,16423300,17751200,14914200,18379900,18583700,14557000,14877200,20683000,20250000,21685300,23373400,16590400,20932500,13789500,21416600,20540800,14774400,17760600,20760300,20745000,14340100,17252500,17164200,19242000,14416100,20377700,21509900,14899500,16546600,13636800,23982500,17289800,16864700
"1532",NA,NA,NA,NA,NA,81973,36558.7,NA,NA,58896.3,85406.2,NA,NA,NA,NA,NA,NA,NA,56378.5,31492.5,NA,NA,NA,NA,NA,NA,65534.4,NA,NA,NA,40845.7,NA,NA,NA,94000.4,52271.1,98509.5,105712,72737.4,130435,25894.8,111579,NA,45777.1,41877.1,83046.6,78138.6,51839.4,NA,84575,58150.5,74551.1,69574.4,79977.8,76012.3,95016,68934.8,59850.5,199533,65102.3,134747,NA,123183,182053,NA,54802.9,NA,NA,35122.9,NA,60328.9,60858.6,37283.2,64450.6,37731.7,65231.7,90719.5,44417.5,NA,88270.4,93580,156613,NA,64445.6,177195,99890,NA,81236.7,57928.3,NA,82205.8,59301.6,108637,87814,96450.9,37132,48334.1,48195.3,78892,114519,108140,85784.3,144806,51102.2,102366,43169.6,72055.5,53816.7,64105.1,48149.5,77542.4,116243,23849.1,169599,123801,109038,101396,69550.2,59228,88295.8,175221,86541.3,108891,NA,231663,93060.2,61502.7,103004,23605.3,48401.3,65672.8,27122.2,46262.9,88354.5,71541.7,44840,144355,110653,55934.3,91331.9,212746,33987,NA,91690.8,172870,87258.6,44804.3,100440,49830.1,35863.4,53080.3,38617.8,71411.3,106543,55321.6,48313.6,NA,55869.6,175278,165211,52736.7,84556.5,NA,89273.1,58575.5,56010.9,66883.7,113722,75612,34131,72613.3,132425,139043,79491.1,51478.3,NA,NA,31778.8,54157.5,140778,NA,57162.4,79667.1,69933.8,NA,45138.3,90381.7,84749.4,61571.7,83002.5,74624.7,43443.6,39982.1,245401,156991,89333.7,43561.6,95925.1,99438.4
"1533",1731210,1953050,1693390,1542740,1618800,1677280,1666470,1721670,1694200,1540620,1815500,1872010,1566100,1447920,1773650,1628030,1600000,1485570,1810700,1558280,1768550,1667050,1829130,1720370,1586140,1712680,1629940,1629930,1629760,1531870,1407140,1762520,1798610,1719260,1791840,1596430,1592850,1499120,1671250,1745780,1700160,1761410,1370850,1532100,1894210,2023070,1616060,1580260,1547880,1775930,1700230,1724940,1605990,1643390,1745140,1801420,1644740,1529800,1965690,1472160,1505850,1601200,1736570,1740320,1385810,1814170,1829420,1637980,1804560,1536390,1542210,1784210,1689100,1688980,1691650,1562750,1650910,1479380,1494040,1472260,1778480,1760160,1621700,1520230,1651790,1801070,1855970,1509040,1633420,1652210,1774500,1659260,1659990,1418410,1624000,1553300,1691570,1473580,1570410,1524190,1573340,1557940,1762910,1460040,1570940,1489550,1822140,1583100,1578180,1723370,1639050,1533120,1474220,1651890,1394080,1669430,1549760,1536080,1707590,1497560,1647380,1528920,1420780,1500570,1492440,1695730,1575660,1528020,1847870,1802930,1610860,1366330,1595380,1634290,1680700,1736380,1947790,1555120,1490090,1764800,1680210,1702540,2016250,1819510,1592490,1575010,1681610,1536810,1790110,1814650,1742900,1741080,1790780,1941490,1824620,1583130,1983990,1554850,1778250,1756450,1422180,1756420,1654570,1809620,1760300,1871200,1740520,1407460,1855820,1678480,1705500,1806480,1531730,1840550,1727880,1766140,1795990,1450630,1646840,1708730,1662280,1638950,1680720,1549380,1784960,1651630,1685940,1483080,1600690,1701380,1468370,1786410,1540050,1842160,1737310,1470210,1547190,1536560,1263640
"1534",2569820,2614340,2830680,2733820,2691200,2589860,2561050,2737690,2938500,2529080,2868390,2780980,3069440,2887780,2688120,2711000,2766380,2999380,3173400,2531140,2752150,2637450,2620250,2653820,3273830,2461280,2446790,2850040,2635740,2639380,2685610,2882050,3000870,2897540,2542780,2734110,4130510,4196110,4261980,3856870,3619200,3549170,3714260,4238910,3440420,3508280,3557730,4222440,4343550,3305410,3395580,3877370,4607950,4000220,3732390,3573890,3796710,4201270,4228100,4138170,3879220,3758520,4094630,3599770,3586360,4213480,4688280,4376450,4011700,4737030,4506390,3606860,3517710,3355490,3712000,3954720,3940830,3935440,3689510,3669780,3723520,4146930,4144680,4555780,4063320,3797240,3573720,4312550,3633920,4045090,4019950,3557520,4319690,4263190,4244720,4411920,3658680,4227610,3657310,3727520,3616230,3692750,3856500,3891040,4195250,4469060,3444640,4155180,4430860,4153450,4058340,4054460,3759160,4182900,4074290,3487710,4017730,4194130,3382400,4387750,3919620,4180500,3659890,3885720,4372970,3426610,3606800,4651570,3361570,3432630,4350950,4494390,3937350,3735090,3673290,3808900,3971020,3862800,3591650,4348670,3542560,3765470,3985760,4018330,4752000,3718950,4655550,4051690,3756880,4640620,3723780,3625320,3751360,3249220,3487390,4532870,4025880,3871720,4047300,4145000,4112910,3431760,3809660,3834900,3862890,3538090,3576270,4165280,4373290,3495500,3885530,3706750,3932820,4523180,3847580,4262200,4132280,4222700,4055860,3945050,4709440,3896580,3525770,3666900,3753970,3868020,4204450,4072660,3103610,3701120,3923260,3420380,3507710,4006890,3644480,4019450,3612510,4384540,4039640
"1537",2314920,2633180,2510610,2423620,2725750,2628140,2503010,2358820,2437990,2382910,2160260,2565420,1925350,2199630,2309290,2714740,2352900,2500510,2335700,2478880,2251180,2262890,2446090,2125070,2327980,2334380,2246220,2525750,2423280,2172800,2143230,2728700,2221870,2167990,2358030,2358250,2271060,2279520,2682690,2204000,2914900,2068770,2537050,2408550,2546980,2603950,2051200,2125330,2685540,2550680,1987820,2009090,2804270,2126480,2576040,2273460,2599490,2039890,1933260,2052840,2130600,2534060,1849100,2405660,2164090,1999650,2261660,2082720,2164560,2343320,2291860,2253530,2422260,2112110,2495690,1842940,2347400,1882090,2695260,2337860,2058860,1822170,2382410,1972360,1897480,2313200,2674740,2077660,2473490,2747600,2575100,1916140,1799510,1983600,2476260,2506320,2178000,1998930,1996220,2256020,2404180,2089930,2039020,2498130,2111100,2415460,2066180,2085430,2302270,2436840,2105390,2104900,2349990,1961180,2094980,2004630,1875890,2026670,1952260,2050210,2061360,2088800,2065890,2449010,2035970,2010340,2468510,2176380,2545210,2385420,2347420,2101700,2223060,2212790,2637250,2810450,1951070,2203770,2983690,2298030,2118860,2524890,2476760,2253010,1685490,1945140,2632210,2269790,2214920,2428210,2933810,2077820,1914180,1889180,1987300,2291390,2545440,2211020,1909950,1672270,2293580,2011490,2726170,2148420,2619170,2005800,2007930,2225600,2402000,2595850,2037180,1995870,2044470,2278950,2477600,2572520,2745250,2204190,2499070,2022290,2471470,2444710,2115360,2005420,2641820,2404230,2286030,2123270,2253280,2583360,2125950,2435340,2615420,1980930,1961350,1945340,2699860,2046980,2114810
"1538",NA,NA,NA,NA,616276,NA,499645,246995,440758,NA,280889,168479,NA,335584,NA,NA,NA,NA,NA,261572,NA,NA,412854,NA,NA,NA,NA,761102,NA,184204,NA,323959,232202,122329,NA,NA,135695,NA,NA,106017,313805,257410,183132,256023,NA,187759,141619,180598,NA,395376,141802,188883,163715,168563,219415,NA,294416,1605010,491480,110663,223525,NA,444173,NA,200838,375951,234410,228937,142647,NA,NA,193943,204310,NA,NA,NA,352973,286442,NA,223129,205462,445654,297585,251156,NA,299272,NA,NA,210355,424545,137214,NA,334203,NA,245248,203895,206415,141034,NA,65195,116410,582089,NA,261474,260644,223045,160580,156462,232993,157049,139330,248905,165946,280162,167582,103306,NA,NA,193331,174778,146648,87689.1,96256.5,256232,NA,189990,NA,NA,223754,32362.1,193977,NA,NA,186854,NA,NA,181666,NA,135784,217165,229624,227216,242681,149498,109379,NA,167535,155176,188656,182777,159719,138759,177690,175359,119312,116384,175197,229636,128007,295722,NA,NA,285481,198912,352493,189333,117992,NA,204326,197761,NA,NA,170770,149954,330201,169252,247174,100687,104598,155090,265341,271663,NA,64145.7,123064,201397,155600,NA,238005,252944,226914,216338,301258,144455,177047,151942,133798,328489,149538
"1539",298973,273271,310555,265413,349372,343894,314776,309895,329365,287902,340405,282061,315398,327182,308828,268121,269642,289210,344233,332108,281367,328813,341583,332386,342780,287406,302247,370600,378605,327772,274921,349432,310256,418717,370113,284398,446000,391882,399113,470896,464735,427412,368277,467116,364458,451719,420887,453089,374455,358879,408954,343741,471479,410795,387655,409631,396269,295470,391831,322833,287348,322662,380250,319856,304030,393719,435476,466327,347864,427883,365567,304845,369838,400149,371658,378588,433288,318451,458929,447645,273297,440108,330520,395398,269964,368596,345539,400510,246459,401958,439016,446731,409119,458952,436922,369227,333712,482388,437724,472751,392111,451235,439563,440063,443135,376964,443421,445030,459525,399596,387132,405748,403628,431932,486906,372436,404550,428097,342995,422554,350167,401530,377658,427255,420465,338817,259896,463364,337846,335122,388028,469115,492658,405442,356911,363474,441830,412050,359416,376186,403145,363799,396233,358454,412471,347454,549937,455379,359795,410217,192063,328908,394302,392661,372061,373583,297990,410929,345263,346232,454998,377107,341209,402391,355448,368572,345319,449925,372677,455409,402728,360373,411784,470071,399861,380484,312408,468351,315309,398960,454645,373802,364293,327409,402290,429975,371370,445156,295236,398331,453990,427811,373057,434541,466671,321815,562816,343688,313298
"1540",13103100,12469300,13285900,10897800,12253800,12769400,11993500,13518500,12210200,13597500,13128100,12358700,13179000,12088000,13534700,11672200,10900600,10940500,12234000,12067900,12672000,12637500,12523800,13061100,11711100,14246900,11751000,11371300,13423500,11551600,12578000,12856400,15071500,13468000,12925200,12863400,10999000,10737200,11021900,11294300,10158700,11614800,9842660,10351900,10816700,11429300,11416500,11070900,10261900,11636700,12524300,11813400,10343700,11196200,10437600,12365700,10737900,10862500,12047100,10173700,11802600,10878400,12495500,11167700,10433800,10430000,10883700,11140500,12087300,9984100,11340400,11155700,12472100,11581400,12072700,11979000,11424300,10277000,10047200,10060000,11770500,11753100,10860700,10581600,11325300,12312700,11135300,10815100,10567600,9929240,12355800,12033100,12164100,10811000,11889100,10121500,12897900,11695800,11601000,9395430,11216300,11529300,11760300,10885800,11255600,10838800,12902900,10636900,11236900,11523100,11418200,10993000,11816100,13204300,9683500,11780900,12412500,11436800,13027700,10475200,12206100,10766700,11366600,9830460,11368300,12785200,9958620,10976600,11905400,12923000,12051600,9993450,11661400,12022300,12110900,11009100,12481100,11341300,10851500,13427600,11861700,12273300,12259000,11109200,11897300,12153600,11020000,11391800,11088300,11377300,11307700,12461100,13543800,13577000,12519700,10285000,11729200,11792900,12219400,12799500,9701730,10960000,10229000,12816800,11521800,12752700,12165300,11479800,12521500,14084400,12261500,13339600,12350900,12697200,13225500,12434500,11510200,11192900,10578200,12116000,10844600,10568100,12400600,11848300,11188800,13121700,12786900,11844000,13715400,12598300,10852900,12599400,10875300,12575400,13207200,11897800,11829000,10808900,11504000
"1541",NA,NA,10546.6,NA,NA,7408.11,NA,NA,NA,11042.9,NA,NA,11362.6,11018.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13063.7,NA,NA,NA,8018.83,9570.71,NA,NA,NA,NA,8577.44,10096.1,8722.22,NA,NA,NA,NA,NA,NA,NA,NA,13444.4,10773.1,NA,NA,NA,6904.54,NA,NA,NA,NA,NA,12135.4,NA,13821.5,NA,NA,NA,NA,NA,NA,NA,17406.7,NA,NA,10623.8,NA,NA,12955.9,NA,14101,NA,8822.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7483.91,NA,NA,NA,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7437,6725.94,NA,NA,NA,3911.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5504.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14476.3,NA,NA,NA,NA,NA,NA,10577.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8040.02,3428,NA,NA,21592.5,NA,12673.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8042.96,NA,NA,NA,NA,NA,NA,8332.89,11283.1,NA,10093.5,9211.78
